data	D00049	D00059	D00079	D00094	D00095	D00106	D00110	D00113	D00136	D00139	D00180	D00225	D00227	D00232	D00234	D00235	D00241	D00255	D00270	D00274	D00281	D00283	D00295	D00300	D00301	D00306	D00318	D00332	D00336	D00356	D00364	D00371	D00380	D00394	D00397	D00400	D00410	D00411	D00415	D00419	D00422	D00426	D00432	D00437	D00440	D00442	D00443	D00451	D00454	D00465	D00480	D00483	D00493	D00494	D00498	D00499	D00503	D00509	D00513	D00514	D00520	D00521	D00522	D00523	D00524	D00525	D00528	D00540	D00542	D00559	D00560	D00563	D00574	D00598	D00601	D00604	D00606	D00607	D00609	D00613	D00627	D00632	D00635	D00645	D00646	D00665	D00666	D00673	D00674	D00675	D00676	D00682	D00683	D00684	D00687	D00688	D00715	D00726	D00760	D00765	D00769	D00775	D00779	D00780	D00790	D00837	D00838	D00845	D00954	D00965	D00987	D00996	D01020	D01022	D01024	D01051	D01071	D01103	D01118	D01126	D01164	D01227	D01236	D01242	D01269	D01295	D01297	D01324	D01332	D01346	D01352	D01358	D01386	D01390	D01441	D01454	D01462	D01603	D01652	D01692	D01699	D01712	D01713	D01717	D01745	D01782	D01828	D01871	D01891	D01925	D01964	D01965	D01973	D01994	D02007	D02066	D02070	D02076	D02082	D02147	D02149	D02150	D02234	D02237	D02250	D02278	D02279	D02327	D02338	D02340	D02342	D02349	D02354	D02356	D02357	D02358	D02359	D02361	D02374	D02566	D02578	D02588	D02614	D02671	D02721	D02725	D02826	D02884	D02910	D03165	D03187	D03210	D03274	D03365	D03415	D03442	D03490	D03503	D03621	D03642	D03654	D03858	D03879	D03880	D03881	D03966	D04006	D04034	D04040	D04375	D04625	D04716	D04979	D05113	D05129	D05246	D05312	D05341	D05740	D05792	D05938	D06056	D06396	
D00769	0.26000	0.24000	0.21667	0.16000	0.32000	0.24615	0.36000	0.36000	0.36000	0.22000	0.21053	0.24000	0.20690	0.30357	0.22000	0.32000	0.30000	0.32000	0.30000	0.24000	0.20000	0.32000	0.18000	0.44000	0.33051	0.20000	0.20000	0.20000	0.19643	0.36986	0.40000	0.20000	0.34000	0.42000	0.34000	0.16129	0.42000	0.28986	0.20000	0.24561	0.10000	0.24000	0.24000	0.19231	0.10000	0.26829	0.23810	0.34000	0.26000	0.48000	0.30000	0.40000	0.22000	0.28000	0.14000	0.22000	0.24000	0.44000	0.36000	0.36000	0.36207	0.36842	0.27273	0.29091	0.16000	0.34000	0.22000	0.30000	0.16000	0.36000	0.28571	0.32000	0.32000	0.30000	0.31765	0.22000	0.40000	0.39344	0.22000	0.42000	0.27419	0.30000	0.35714	0.26000	0.36000	0.42000	0.48333	0.10000	0.28000	0.32000	0.36538	0.32051	0.42254	0.40000	0.28333	0.42029	0.27869	0.34000	0.22794	0.19643	1.00000	0.18000	0.40000	0.30081	0.30000	0.25000	0.28000	0.36232	0.18462	0.19608	0.36986	0.34000	0.18000	0.18000	0.21569	0.32000	0.30000	0.36066	0.38000	0.22000	0.20000	0.28788	0.27941	0.34426	0.48438	0.36000	0.24000	0.36000	0.42593	0.31373	0.31579	0.34000	0.38000	0.30000	0.41096	0.20000	0.45946	0.39130	0.35294	0.12000	0.40678	0.22000	0.36000	0.28169	0.12727	0.32000	0.18000	0.30000	0.35821	0.35526	0.36047	0.25862	0.20370	0.34615	0.33684	0.38806	0.30508	0.29825	0.46032	0.34000	0.29091	0.34000	0.30864	0.39216	0.25180	0.32000	0.22000	0.48000	0.26000	0.26000	0.28000	0.26000	0.18000	0.28846	0.36667	0.28000	0.28000	0.24000	0.30000	0.32000	0.20000	0.30882	0.40000	0.22000	0.26087	0.37662	0.36000	0.32000	0.16000	0.26126	0.23077	0.28788	0.34921	0.30000	0.29730	0.18182	0.28000	0.20000	0.40000	0.40000	0.37500	0.42000	0.30000	0.21186	0.31250	0.24000	0.20000	0.30556	0.19608	0.34000	0.30000	0.43137	0.28000	0.21311	0.14000	0.22034	0.21053	0.12000	0.38272	0.38000	0.26000	0.28000	0.26000	
D00775	0.24000	0.30000	0.13333	0.12766	0.16000	0.10769	0.18000	0.25000	0.27273	0.28000	0.14035	0.32432	0.25862	0.12500	0.28000	0.30000	0.20000	0.30233	0.25000	0.30000	0.32000	0.24324	0.10714	0.18519	0.14407	0.27660	0.34211	0.28000	0.25000	0.15068	0.25000	0.23077	0.22581	0.18750	0.40625	0.17742	0.14286	0.27536	0.36585	0.12281	0.21951	0.31915	0.19565	0.17308	0.19512	0.14634	0.13095	0.32432	0.25714	0.27500	0.18182	0.20000	0.26316	0.20000	0.22222	0.17241	0.25000	0.23913	0.13793	0.16667	0.25862	0.28070	0.29091	0.18182	0.11538	0.09677	0.35714	0.26531	0.28000	0.15625	0.23214	0.20000	0.17241	0.25714	0.18824	0.23077	0.23333	0.14754	0.33333	0.25000	0.30645	0.27027	0.22857	0.31250	0.23810	0.22917	0.16667	0.20455	0.28889	0.25000	0.23077	0.11538	0.22535	0.20000	0.26667	0.24638	0.19672	0.25000	0.13971	0.08929	0.18000	1.00000	0.19444	0.11382	0.25714	0.13750	0.16667	0.20290	0.10769	0.31373	0.13699	0.17857	0.32143	0.24324	0.23529	0.31915	0.27273	0.16393	0.17143	0.17857	0.27660	0.25758	0.26471	0.22951	0.17188	0.28889	0.25000	0.20000	0.20370	0.31373	0.11842	0.21212	0.23333	0.17857	0.23288	0.35294	0.16216	0.17391	0.33333	0.30435	0.25424	0.18605	0.25806	0.19718	0.27273	0.28205	0.27500	0.21622	0.13433	0.13158	0.12791	0.24138	0.33333	0.20513	0.11579	0.22388	0.22034	0.21053	0.23810	0.17241	0.20000	0.18750	0.17284	0.13725	0.12950	0.07407	0.12000	0.24444	0.35000	0.27027	0.36364	0.31915	0.35897	0.26923	0.18333	0.48148	0.29268	0.41026	0.29730	0.29032	0.48148	0.14706	0.29730	0.23077	0.10145	0.12987	0.21951	0.21622	0.33333	0.12613	0.13846	0.18182	0.23810	0.20000	0.15315	0.09091	0.27778	0.09677	0.23333	0.36585	0.26786	0.21212	0.29412	0.12712	0.17188	0.19565	0.25000	0.25000	0.29412	0.19231	0.20690	0.21569	0.25806	0.16393	0.28571	0.22034	0.17544	0.08000	0.20988	0.34211	0.33333	0.18919	0.25000	
D00779	0.33333	0.16667	0.25000	0.38298	0.25000	0.24615	0.40000	0.41667	0.47727	0.16667	0.22807	0.18919	0.22414	0.30357	0.38000	0.36111	0.33333	0.32558	0.30556	0.42000	0.25000	0.43243	0.25000	0.47222	0.26271	0.34043	0.23684	0.33333	0.26786	0.36986	0.50000	0.16667	0.36111	0.41667	0.47222	0.19355	0.41667	0.33333	0.26829	0.26316	0.29268	0.42553	0.28261	0.26923	0.29268	0.21951	0.22619	0.18919	0.36111	0.57500	0.19444	0.38889	0.26316	0.22222	0.20000	0.30556	0.30000	0.39130	0.33333	0.25000	0.34483	0.43860	0.27273	0.38182	0.25000	0.22222	0.22222	0.51020	0.19444	0.33333	0.41071	0.44444	0.47222	0.36111	0.30588	0.25000	0.36111	0.31148	0.35417	0.31250	0.30645	0.29730	0.35714	0.31250	0.35714	0.45833	0.43333	0.31818	0.26667	0.33333	0.28846	0.26923	0.36620	0.27143	0.36667	0.36232	0.39344	0.33333	0.22059	0.20536	0.40000	0.19444	1.00000	0.19512	0.30556	0.26250	0.23810	0.31884	0.24615	0.19608	0.31507	0.27778	0.22222	0.24324	0.27451	0.46809	0.27778	0.44262	0.44444	0.27778	0.29787	0.27273	0.23529	0.29508	0.37500	0.46667	0.35417	0.50000	0.46296	0.33333	0.26316	0.50000	0.44444	0.30556	0.27397	0.33333	0.32432	0.30435	0.39216	0.23913	0.38983	0.16279	0.38889	0.38028	0.25455	0.48718	0.20000	0.40541	0.32836	0.23684	0.32558	0.36207	0.37037	0.33333	0.22105	0.35821	0.40678	0.33333	0.34921	0.30556	0.34545	0.27778	0.38272	0.29412	0.20144	0.22222	0.25000	0.44444	0.25000	0.37838	0.38889	0.29787	0.23077	0.42308	0.30000	0.36111	0.36585	0.20513	0.32432	0.44444	0.27778	0.22059	0.24324	0.33333	0.27536	0.28571	0.26829	0.24324	0.25000	0.19820	0.27692	0.43939	0.33333	0.41667	0.22523	0.14545	0.33333	0.25000	0.52778	0.36585	0.41071	0.69444	0.33333	0.16949	0.32812	0.23913	0.22222	0.27778	0.33333	0.33333	0.33333	0.41176	0.30556	0.24590	0.20408	0.25424	0.21053	0.41667	0.28395	0.47368	0.35714	0.29730	0.16667	
D00780	0.09756	0.19512	0.34959	0.22764	0.17073	0.33333	0.30894	0.25203	0.21951	0.12195	0.35772	0.16260	0.25203	0.30081	0.21951	0.19512	0.16260	0.20325	0.15447	0.22764	0.12195	0.16260	0.14634	0.15447	0.28455	0.24390	0.17073	0.14634	0.25203	0.34959	0.21951	0.15447	0.21138	0.17886	0.17886	0.30081	0.16260	0.24390	0.21951	0.34146	0.18699	0.20325	0.28455	0.28455	0.19512	0.30081	0.38211	0.22764	0.17073	0.23577	0.18699	0.18699	0.19512	0.17073	0.30081	0.21138	0.21138	0.25203	0.17886	0.18699	0.24390	0.23577	0.19512	0.23577	0.16260	0.22764	0.13821	0.22764	0.08943	0.18699	0.21138	0.15447	0.18699	0.23577	0.29268	0.13821	0.19512	0.30894	0.17073	0.26016	0.20325	0.21138	0.32520	0.19512	0.27642	0.25203	0.28455	0.20325	0.26016	0.23577	0.29268	0.41463	0.35772	0.36585	0.20325	0.34146	0.28455	0.20325	0.25735	0.32520	0.30081	0.11382	0.19512	1.00000	0.16260	0.30894	0.29268	0.30894	0.36585	0.25203	0.39837	0.18699	0.17073	0.18699	0.25203	0.19512	0.22764	0.23577	0.18699	0.19512	0.21138	0.21138	0.26016	0.26016	0.31707	0.18699	0.22764	0.17073	0.24390	0.23577	0.42276	0.17073	0.21951	0.19512	0.33333	0.18699	0.39024	0.24390	0.19512	0.20325	0.25203	0.21138	0.15447	0.30081	0.25203	0.17886	0.19512	0.19512	0.40650	0.39024	0.36585	0.24390	0.25203	0.28455	0.38211	0.31707	0.26829	0.24390	0.31707	0.20325	0.30081	0.21951	0.24390	0.27642	0.34532	0.20325	0.16260	0.24390	0.23577	0.17073	0.20325	0.26016	0.15447	0.28455	0.39024	0.17886	0.22764	0.18699	0.23577	0.18699	0.15447	0.36585	0.21951	0.18699	0.34959	0.39837	0.24390	0.21138	0.21138	0.90244	0.37398	0.26829	0.26016	0.13008	0.24390	0.35000	0.22764	0.16260	0.16260	0.21951	0.25203	0.18699	0.19512	0.31707	0.27642	0.27642	0.17886	0.21138	0.21951	0.14634	0.20325	0.27642	0.16260	0.28455	0.23577	0.23577	0.29268	0.17073	0.32520	0.18699	0.21951	0.22764	0.18699	
D00790	0.22857	0.25714	0.16667	0.19149	0.37143	0.20000	0.24000	0.27083	0.54545	0.51429	0.17544	0.48649	0.27586	0.21429	0.46000	0.40000	0.45714	0.34884	0.88571	0.42000	0.22857	0.51351	0.25714	0.60000	0.23729	0.21277	0.18421	0.20000	0.28571	0.21918	0.45455	0.25714	0.42857	0.62857	0.28571	0.24194	0.48571	0.23188	0.43902	0.21053	0.19512	0.34043	0.39130	0.28846	0.19512	0.21951	0.17857	0.32432	0.62857	0.30000	0.51429	0.45714	0.57895	0.48571	0.22222	0.25714	0.55000	0.32609	0.48571	0.37143	0.27586	0.29825	0.29091	0.36364	0.11429	0.22857	0.25714	0.26531	0.20000	0.22857	0.39286	0.54286	0.40000	0.34286	0.27059	0.25714	0.28571	0.19672	0.22917	0.41667	0.32258	0.35135	0.30000	0.16667	0.47619	0.33333	0.41667	0.20455	0.31111	0.35417	0.34615	0.16667	0.26761	0.30000	0.23333	0.26087	0.26230	0.40000	0.20588	0.11607	0.30000	0.25714	0.30556	0.16260	1.00000	0.21250	0.26190	0.27536	0.15385	0.27451	0.27397	0.37143	0.22857	0.16216	0.25490	0.23404	0.17143	0.27869	0.60000	0.11429	0.31915	0.24242	0.30882	0.36066	0.29688	0.33333	0.35417	0.57143	0.37037	0.41176	0.17105	0.48571	0.28571	0.37143	0.34247	0.22857	0.25676	0.23188	0.23529	0.19565	0.35593	0.30233	0.42857	0.28169	0.34545	0.15385	0.32500	0.45946	0.29851	0.19737	0.22093	0.29310	0.40741	0.28205	0.16842	0.28358	0.23729	0.29825	0.31746	0.45714	0.25455	0.34286	0.33333	0.15686	0.20144	0.17143	0.20000	0.35556	0.27500	0.72973	0.42857	0.25532	0.25641	0.36538	0.30000	0.34286	0.31707	0.33333	0.37838	0.48571	0.28571	0.19118	0.29730	0.56410	0.21739	0.28571	0.36585	0.37838	0.33333	0.18018	0.20000	0.34848	0.46032	0.34286	0.22523	0.11364	0.36111	0.20000	0.51429	0.36585	0.35714	0.48571	0.34286	0.11864	0.32812	0.17391	0.28571	0.38889	0.33333	0.37143	0.40000	0.31373	0.51429	0.21311	0.24490	0.28814	0.22807	0.22857	0.33333	0.18421	0.23810	0.48649	0.13889	
D00837	0.16250	0.23750	0.36250	0.26250	0.26250	0.32500	0.26250	0.30000	0.28750	0.12500	0.38750	0.18750	0.21250	0.33750	0.21250	0.30000	0.26250	0.22500	0.20000	0.22500	0.16250	0.18750	0.17500	0.21250	0.31356	0.38750	0.21250	0.21250	0.26250	0.30000	0.25000	0.15000	0.26250	0.21250	0.22500	0.27500	0.22500	0.18750	0.30000	0.36250	0.27500	0.25000	0.38750	0.26250	0.26250	0.28455	0.35714	0.36250	0.22500	0.27500	0.17500	0.21250	0.18750	0.16250	0.37500	0.20000	0.20000	0.32500	0.25000	0.22500	0.26250	0.27500	0.22500	0.21250	0.20000	0.25000	0.17500	0.26250	0.11250	0.20000	0.23750	0.18750	0.25000	0.32500	0.57647	0.17500	0.18750	0.31250	0.23750	0.33750	0.17500	0.22500	0.33750	0.23750	0.22500	0.30000	0.35000	0.27500	0.40000	0.26250	0.38750	0.26250	0.27500	0.21250	0.28750	0.27500	0.28750	0.23750	0.26471	0.32143	0.25000	0.13750	0.26250	0.30894	0.21250	1.00000	0.25000	0.35000	0.38750	0.30000	0.25000	0.25000	0.20000	0.26250	0.22500	0.27500	0.26250	0.30000	0.17500	0.23750	0.22500	0.26250	0.20000	0.17500	0.38750	0.26250	0.21250	0.16250	0.30000	0.27500	0.27500	0.18750	0.25000	0.26250	0.21250	0.26250	0.26250	0.23750	0.22500	0.27500	0.23750	0.25000	0.16250	0.38750	0.27500	0.22500	0.20000	0.17500	0.22500	0.25000	0.23256	0.26250	0.22500	0.35000	0.48421	0.30000	0.28750	0.48750	0.21250	0.28750	0.53750	0.23750	0.20988	0.30000	0.28058	0.26250	0.20000	0.30000	0.27500	0.21250	0.33750	0.30000	0.30000	0.22500	0.32500	0.27500	0.32500	0.32500	0.28750	0.17500	0.25000	0.37500	0.21250	0.17500	0.30000	0.23750	0.21250	0.23750	0.26250	0.32432	0.35000	0.21250	0.27500	0.15000	0.28829	0.28182	0.32500	0.17500	0.20000	0.27500	0.26250	0.21250	0.23750	0.28814	0.47500	0.26250	0.15000	0.16250	0.21250	0.15000	0.28750	0.38750	0.16250	0.31250	0.22500	0.26250	0.31250	0.22500	0.20988	0.30000	0.30000	0.22500	0.23750	
D00838	0.16667	0.40476	0.33333	0.21277	0.38095	0.29231	0.44000	0.41667	0.22727	0.26190	0.35088	0.28571	0.18966	0.28571	0.28000	0.26190	0.28571	0.20930	0.28571	0.22000	0.23810	0.26190	0.26190	0.33333	0.23729	0.27660	0.16667	0.21429	0.23214	0.34247	0.29545	0.23810	0.26190	0.26190	0.21429	0.25806	0.26190	0.18841	0.19048	0.31579	0.11905	0.19149	0.26087	0.28846	0.11905	0.20325	0.34524	0.16667	0.30952	0.21429	0.23810	0.28571	0.33333	0.26190	0.40000	0.26190	0.30952	0.10870	0.26190	0.33333	0.18966	0.24561	0.25455	0.34545	0.26190	0.42857	0.26190	0.24490	0.11905	0.35714	0.25000	0.33333	0.35714	0.26190	0.24706	0.23810	0.23810	0.18033	0.12500	0.14583	0.25806	0.23810	0.24286	0.10417	0.30952	0.29167	0.33333	0.15909	0.17778	0.25000	0.25000	0.28205	0.23944	0.24286	0.18333	0.21739	0.29508	0.30952	0.19853	0.24107	0.28000	0.16667	0.23810	0.29268	0.26190	0.25000	1.00000	0.23188	0.44615	0.23529	0.34247	0.40476	0.26190	0.14286	0.41176	0.17021	0.21429	0.27869	0.26190	0.30952	0.29787	0.18182	0.25000	0.21311	0.29688	0.22222	0.29167	0.33333	0.24074	0.29412	0.30263	0.33333	0.33333	0.33333	0.24658	0.19048	0.28378	0.20290	0.17647	0.13043	0.30508	0.16279	0.28571	0.32394	0.29091	0.11905	0.26190	0.30952	0.37313	0.34211	0.29070	0.31034	0.29630	0.23077	0.31579	0.23881	0.32203	0.22807	0.25397	0.33333	0.30909	0.40476	0.22222	0.13725	0.17986	0.33333	0.33333	0.22222	0.19048	0.28571	0.26190	0.21277	0.14286	0.34615	0.40000	0.23810	0.30952	0.16667	0.21429	0.42857	0.21429	0.42647	0.45238	0.28571	0.27536	0.32468	0.33333	0.21429	0.22917	0.32432	0.32308	0.30303	0.20635	0.38095	0.18919	0.16818	0.28571	0.26190	0.35714	0.21429	0.32143	0.38095	0.28571	0.22881	0.32812	0.34783	0.26190	0.23611	0.23529	0.23810	0.35714	0.37255	0.33333	0.37705	0.18367	0.23729	0.38596	0.28571	0.24691	0.16667	0.11905	0.23810	0.19048	
D00845	0.18841	0.23188	0.27536	0.28986	0.24638	0.18841	0.33333	0.27536	0.37681	0.17391	0.27536	0.24638	0.20290	0.26087	0.31884	0.33333	0.31884	0.27536	0.27536	0.33333	0.20290	0.30435	0.20290	0.33333	0.38136	0.28986	0.24638	0.24638	0.34783	0.28767	0.39130	0.14493	0.36232	0.33333	0.33333	0.26087	0.34783	0.24638	0.23188	0.30435	0.23188	0.28986	0.34783	0.39130	0.21739	0.38211	0.28571	0.31884	0.30435	0.39130	0.26087	0.33333	0.31884	0.24638	0.28986	0.30435	0.34783	0.42029	0.30435	0.21739	0.33333	0.36232	0.27536	0.31884	0.20290	0.17391	0.21739	0.33333	0.13043	0.23188	0.28986	0.30435	0.34783	0.40580	0.42353	0.23188	0.30435	0.31884	0.27536	0.40580	0.31884	0.30435	0.37143	0.30435	0.36232	0.46377	0.40580	0.24638	0.36232	0.27536	0.49275	0.24359	0.39437	0.31429	0.34783	0.37681	0.26087	0.34783	0.32353	0.25000	0.36232	0.20290	0.31884	0.30894	0.27536	0.35000	0.23188	1.00000	0.20290	0.34783	0.27397	0.26087	0.27536	0.31884	0.26087	0.30435	0.34783	0.28986	0.33333	0.21739	0.28986	0.28986	0.28986	0.30435	0.36232	0.34783	0.43478	0.30435	0.46377	0.43478	0.22368	0.33333	0.23188	0.31884	0.34247	0.27536	0.36486	0.28986	0.27536	0.27536	0.30435	0.24638	0.30435	0.35211	0.23188	0.28986	0.24638	0.30435	0.26087	0.32895	0.29070	0.30435	0.26087	0.62821	0.37895	0.42029	0.23188	0.36232	0.31884	0.34783	0.40580	0.30435	0.33333	0.36232	0.37410	0.23188	0.18841	0.52174	0.33333	0.31884	0.37681	0.36232	0.26087	0.36232	0.24638	0.28986	0.28986	0.33333	0.33333	0.33333	0.24638	0.28986	0.30435	0.26087	0.20290	0.31169	0.30435	0.26087	0.36232	0.29730	0.24638	0.36232	0.33333	0.17391	0.35135	0.25000	0.40580	0.21739	0.34783	0.40580	0.34783	0.39130	0.30435	0.26271	0.44928	0.21739	0.14493	0.30556	0.27536	0.24638	0.34783	0.39130	0.28986	0.21739	0.26087	0.31884	0.21739	0.24638	0.32099	0.34783	0.60870	0.28986	0.28986	
D00954	0.09231	0.26154	0.43077	0.29231	0.21538	0.40000	0.30769	0.40000	0.24615	0.12308	0.46154	0.15385	0.20000	0.41538	0.16923	0.21538	0.16923	0.20000	0.15385	0.24615	0.13846	0.16923	0.20000	0.12308	0.30508	0.41538	0.15385	0.23077	0.18462	0.47945	0.21538	0.20000	0.21538	0.15385	0.18462	0.27692	0.16923	0.17391	0.26154	0.43077	0.23077	0.21538	0.36923	0.23077	0.23077	0.25203	0.44048	0.18462	0.16923	0.29231	0.13846	0.20000	0.20000	0.12308	0.38462	0.29231	0.21538	0.16923	0.21538	0.21538	0.16923	0.18462	0.10769	0.21538	0.23077	0.30769	0.18462	0.29231	0.10769	0.21538	0.20000	0.16923	0.26154	0.26154	0.28235	0.15385	0.18462	0.18462	0.15385	0.13846	0.10769	0.23077	0.22857	0.20000	0.27692	0.20000	0.18462	0.21538	0.18462	0.15385	0.23077	0.41026	0.16901	0.15714	0.13846	0.15942	0.27692	0.23077	0.25735	0.41964	0.18462	0.10769	0.24615	0.36585	0.15385	0.38750	0.44615	0.20290	1.00000	0.21538	0.27397	0.23077	0.18462	0.24615	0.23077	0.18462	0.24615	0.24615	0.16923	0.29231	0.24615	0.10606	0.14706	0.20000	0.23077	0.15385	0.24615	0.16923	0.18462	0.16923	0.43421	0.18462	0.27692	0.21538	0.15068	0.24615	0.29730	0.11594	0.27692	0.24615	0.21538	0.18462	0.10769	0.32394	0.23077	0.16923	0.23077	0.20000	0.37313	0.35526	0.41860	0.23077	0.23077	0.19231	0.36842	0.11940	0.26154	0.26154	0.13846	0.21538	0.36923	0.26154	0.17284	0.21538	0.23022	0.24615	0.23077	0.18462	0.27692	0.16923	0.23077	0.24615	0.23077	0.23077	0.27692	0.21538	0.30769	0.16923	0.23077	0.20000	0.15385	0.35294	0.26154	0.18462	0.39130	0.33766	0.24615	0.23077	0.23077	0.40541	0.43077	0.22727	0.09231	0.16923	0.14414	0.25909	0.26154	0.21538	0.16923	0.20000	0.23077	0.18462	0.21538	0.37288	0.26154	0.43077	0.24615	0.18056	0.21538	0.12308	0.23077	0.29231	0.16923	0.38462	0.20000	0.16923	0.35385	0.29231	0.14815	0.21538	0.21538	0.20000	0.24615	
D00965	0.23529	0.35294	0.23333	0.25490	0.31373	0.21538	0.13725	0.13725	0.37255	0.19608	0.24561	0.29412	0.22414	0.25000	0.17647	0.41176	0.35294	0.17647	0.27451	0.23529	0.21569	0.29412	0.25490	0.31373	0.22881	0.19608	0.27451	0.23529	0.37500	0.27397	0.27451	0.19608	0.37255	0.29412	0.31373	0.38710	0.35294	0.24638	0.23529	0.22807	0.50980	0.23529	0.39216	0.32692	0.49020	0.29268	0.22619	0.33333	0.31373	0.25490	0.29412	0.31373	0.27451	0.31373	0.25490	0.33333	0.25490	0.35294	0.37255	0.23529	0.24138	0.28070	0.29091	0.34545	0.25490	0.23529	0.25490	0.17647	0.17647	0.17647	0.19643	0.33333	0.43137	0.33333	0.28235	0.23529	0.31373	0.26230	0.21569	0.33333	0.30645	0.31373	0.25714	0.15686	0.39216	0.21569	0.21667	0.52941	0.29412	0.15686	0.23077	0.26923	0.36620	0.34286	0.25000	0.34783	0.19672	0.37255	0.24265	0.17857	0.19608	0.31373	0.19608	0.25203	0.27451	0.30000	0.23529	0.34783	0.21538	1.00000	0.23288	0.33333	0.31373	0.27451	0.25490	0.17647	0.31373	0.19672	0.25490	0.25490	0.21569	0.34848	0.33824	0.26230	0.20312	0.19608	0.29412	0.21569	0.18519	0.23529	0.25000	0.31373	0.21569	0.37255	0.28767	0.25490	0.24324	0.27536	0.13725	0.23529	0.25424	0.23529	0.29412	0.30986	0.25455	0.23529	0.33333	0.21569	0.23881	0.32895	0.24419	0.29310	0.20370	0.32051	0.27368	0.35821	0.13559	0.21053	0.31746	0.41176	0.23636	0.35294	0.22222	0.17647	0.25899	0.31373	0.23529	0.23529	0.43137	0.29412	0.41176	0.29412	0.17647	0.17308	0.26667	0.27451	0.33333	0.33333	0.43137	0.23529	0.25490	0.36765	0.25490	0.33333	0.24638	0.28571	0.23529	0.31373	0.29412	0.27027	0.26154	0.27273	0.28571	0.23529	0.19820	0.19545	0.33333	0.27451	0.31373	0.25490	0.23214	0.29412	0.33333	0.25424	0.29688	0.21569	0.25490	0.29167	0.25490	0.25490	0.39216	0.21569	0.25490	0.18033	0.31373	0.30508	0.19298	0.21569	0.28395	0.17647	0.35294	0.31373	0.23529	
D00987	0.16438	0.23288	0.32877	0.24658	0.23288	0.36986	0.46575	0.35616	0.31507	0.17808	0.32877	0.19178	0.24658	0.49315	0.28767	0.24658	0.23288	0.31507	0.26027	0.26027	0.15068	0.28767	0.21918	0.26027	0.29661	0.31507	0.19178	0.21918	0.24658	0.38356	0.35616	0.17808	0.27397	0.28767	0.27397	0.28767	0.26027	0.17808	0.26027	0.35616	0.24658	0.27397	0.34247	0.32877	0.24658	0.38211	0.39286	0.31507	0.27397	0.35616	0.28767	0.27397	0.27397	0.28767	0.28767	0.28767	0.28767	0.26027	0.28767	0.26027	0.26027	0.32877	0.27397	0.35616	0.17808	0.32877	0.19178	0.27397	0.12329	0.27397	0.28767	0.23288	0.26027	0.24658	0.28235	0.16438	0.27397	0.26027	0.21918	0.21918	0.20548	0.26027	0.28767	0.24658	0.32877	0.31507	0.39726	0.23288	0.30137	0.28767	0.34247	0.35897	0.31507	0.27397	0.19178	0.28767	0.26027	0.27397	0.30882	0.38393	0.36986	0.13699	0.31507	0.39837	0.27397	0.25000	0.34247	0.27397	0.27397	0.23288	1.00000	0.24658	0.19178	0.24658	0.27397	0.30137	0.30137	0.32877	0.30137	0.20548	0.27397	0.19178	0.24658	0.31507	0.34247	0.24658	0.35616	0.27397	0.31507	0.30137	0.34211	0.26027	0.31507	0.24658	0.27397	0.27397	0.55405	0.15068	0.28767	0.20548	0.34247	0.26027	0.23288	0.30137	0.26027	0.24658	0.21918	0.30137	0.43836	0.30263	0.46512	0.28767	0.28767	0.26923	0.40000	0.26027	0.34247	0.20548	0.28767	0.28767	0.31507	0.28767	0.22222	0.26027	0.34532	0.26027	0.20548	0.35616	0.32877	0.28767	0.26027	0.30137	0.17808	0.28767	0.50685	0.20548	0.28767	0.26027	0.26027	0.27397	0.17808	0.27397	0.27397	0.30137	0.38356	0.41558	0.34247	0.30137	0.21918	0.36937	0.34247	0.30137	0.28767	0.23288	0.23423	0.23636	0.24658	0.23288	0.27397	0.27397	0.35616	0.27397	0.26027	0.33051	0.27397	0.32877	0.19178	0.21918	0.27397	0.23288	0.31507	0.39726	0.27397	0.28767	0.23288	0.27397	0.30137	0.23288	0.28395	0.26027	0.35616	0.31507	0.24658	
