data	D00049	D00059	D00079	D00094	D00095	D00106	D00110	D00113	D00136	D00139	D00180	D00225	D00227	D00232	D00234	D00235	D00241	D00255	D00270	D00274	D00281	D00283	D00295	D00300	D00301	D00306	D00318	D00332	D00336	D00356	D00364	D00371	D00380	D00394	D00397	D00400	D00410	D00411	D00415	D00419	D00422	D00426	D00432	D00437	D00440	D00442	D00443	D00451	D00454	D00465	D00480	D00483	D00493	D00494	D00498	D00499	D00503	D00509	D00513	D00514	D00520	D00521	D00522	D00523	D00524	D00525	D00528	D00540	D00542	D00559	D00560	D00563	D00574	D00598	D00601	D00604	D00606	D00607	D00609	D00613	D00627	D00632	D00635	D00645	D00646	D00665	D00666	D00673	D00674	D00675	D00676	D00682	D00683	D00684	D00687	D00688	D00715	D00726	D00760	D00765	D00769	D00775	D00779	D00780	D00790	D00837	D00838	D00845	D00954	D00965	D00987	D00996	D01020	D01022	D01024	D01051	D01071	D01103	D01118	D01126	D01164	D01227	D01236	D01242	D01269	D01295	D01297	D01324	D01332	D01346	D01352	D01358	D01386	D01390	D01441	D01454	D01462	D01603	D01652	D01692	D01699	D01712	D01713	D01717	D01745	D01782	D01828	D01871	D01891	D01925	D01964	D01965	D01973	D01994	D02007	D02066	D02070	D02076	D02082	D02147	D02149	D02150	D02234	D02237	D02250	D02278	D02279	D02327	D02338	D02340	D02342	D02349	D02354	D02356	D02357	D02358	D02359	D02361	D02374	D02566	D02578	D02588	D02614	D02671	D02721	D02725	D02826	D02884	D02910	D03165	D03187	D03210	D03274	D03365	D03415	D03442	D03490	D03503	D03621	D03642	D03654	D03858	D03879	D03880	D03881	D03966	D04006	D04034	D04040	D04375	D04625	D04716	D04979	D05113	D05129	D05246	D05312	D05341	D05740	D05792	D05938	D06056	D06396
D00845	0.18841	0.23188	0.27536	0.28986	0.24638	0.18841	0.33333	0.27536	0.3913	0.17391	0.27536	0.23188	0.2029	0.26087	0.31884	0.33333	0.30435	0.27536	0.28986	0.31884	0.18841	0.28986	0.2029	0.33333	0.38462	0.28986	0.24638	0.24638	0.33333	0.28767	0.37681	0.14493	0.36232	0.33333	0.33333	0.26087	0.34783	0.24638	0.23188	0.30435	0.23188	0.28986	0.34783	0.3913	0.21739	0.38211	0.28571	0.31884	0.30435	0.3913	0.24638	0.31884	0.30435	0.24638	0.28986	0.30435	0.33333	0.42029	0.30435	0.21739	0.34783	0.36232	0.27536	0.31884	0.18841	0.17391	0.21739	0.33333	0.11594	0.21739	0.28986	0.30435	0.34783	0.3913	0.42353	0.2029	0.26087	0.31884	0.27536	0.4058	0.31884	0.28986	0.37143	0.30435	0.36232	0.44928	0.4058	0.23188	0.34783	0.27536	0.49275	0.24359	0.39437	0.31429	0.34783	0.37681	0.26087	0.33333	0.3209	0.25225	0.34783	0.2029	0.31884	0.31148	0.28986	0.35	0.23188	1.0	0.2029	0.34783	0.27397	0.24638	0.26087	0.30435	0.24638	0.30435	0.34783	0.28986	0.31884	0.2029	0.28986	0.28986	0.28986	0.31884	0.36232	0.34783	0.42029	0.30435	0.46377	0.43478	0.22368	0.31884	0.23188	0.30435	0.34247	0.26087	0.36486	0.28986	0.26087	0.26087	0.31884	0.24638	0.28986	0.35714	0.23188	0.28986	0.24638	0.30435	0.26087	0.32895	0.2907	0.30435	0.26087	0.62338	0.37895	0.42029	0.23188	0.36232	0.31884	0.34783	0.4058	0.28986	0.31646	0.36232	0.3741	0.23188	0.17391	0.52174	0.33333	0.33333	0.37681	0.36232	0.26087	0.36232	0.24638	0.28986	0.28986	0.33333	0.33333	0.33333	0.24638	0.28986	0.30435	0.26087	0.2029	0.31169	0.28986	0.26087	0.36232	0.29091	0.24638	0.37681	0.34783	0.17391	0.35135	0.25	0.3913	0.2029	0.34783	0.3913	0.34783	0.3913	0.30435	0.26271	0.44928	0.21739	0.14493	0.30986	0.27536	0.21739	0.34783	0.3913	0.28986	0.21739	0.26087	0.31884	0.21739	0.24638	0.32099	0.34783	0.6087	0.28986	0.28986
D00954	0.09231	0.26154	0.43077	0.29231	0.21538	0.4	0.30769	0.4	0.26154	0.12308	0.46154	0.15385	0.2	0.43077	0.16923	0.21538	0.18462	0.2	0.13846	0.24615	0.10769	0.16923	0.2	0.12308	0.29915	0.41538	0.15385	0.23077	0.18462	0.47945	0.2	0.2	0.21538	0.15385	0.18462	0.27692	0.16923	0.17391	0.26154	0.43077	0.23077	0.21538	0.36923	0.23077	0.23077	0.25203	0.44048	0.18462	0.16923	0.29231	0.12308	0.18462	0.18462	0.12308	0.38462	0.29231	0.2	0.16923	0.21538	0.21538	0.16923	0.18462	0.10769	0.21538	0.23077	0.30769	0.18462	0.30769	0.10769	0.21538	0.2	0.16923	0.26154	0.24615	0.28235	0.10769	0.15385	0.18462	0.13846	0.12308	0.10769	0.21538	0.22857	0.2	0.27692	0.18462	0.2	0.2	0.16923	0.15385	0.23077	0.41026	0.16901	0.15714	0.13846	0.15942	0.29231	0.23077	0.24627	0.42342	0.16923	0.10769	0.24615	0.36885	0.13846	0.3875	0.44615	0.2029	1.0	0.21538	0.27397	0.21538	0.16923	0.23077	0.23077	0.18462	0.24615	0.24615	0.15385	0.27692	0.23077	0.10606	0.1194	0.2	0.23077	0.15385	0.21538	0.16923	0.18462	0.16923	0.43421	0.16923	0.26154	0.2	0.15068	0.21538	0.2973	0.11594	0.26154	0.23077	0.23077	0.2	0.10769	0.31429	0.21538	0.15385	0.23077	0.18462	0.37313	0.35526	0.4186	0.23077	0.23077	0.18182	0.36842	0.1194	0.27692	0.27692	0.13846	0.21538	0.36923	0.24615	0.1519	0.21538	0.23022	0.24615	0.23077	0.18462	0.27692	0.15385	0.23077	0.24615	0.23077	0.23077	0.27692	0.21538	0.30769	0.16923	0.23077	0.2	0.15385	0.35294	0.26154	0.18462	0.3913	0.33766	0.21538	0.23077	0.23077	0.40909	0.43077	0.23077	0.10769	0.16923	0.14414	0.25909	0.24615	0.2	0.16923	0.18462	0.23077	0.18462	0.21538	0.37288	0.26154	0.43077	0.24615	0.1831	0.21538	0.09231	0.23077	0.29231	0.16923	0.38462	0.2	0.16923	0.35385	0.29231	0.14815	0.21538	0.21538	0.2	0.23077
D00965	0.23529	0.35294	0.23333	0.2549	0.31373	0.21538	0.13725	0.13725	0.37255	0.19608	0.24561	0.29412	0.22414	0.25455	0.17647	0.41176	0.33333	0.17647	0.27451	0.2549	0.17647	0.29412	0.2549	0.31373	0.23077	0.19608	0.27451	0.23529	0.36364	0.27397	0.27451	0.19608	0.37255	0.29412	0.31373	0.3871	0.35294	0.24638	0.23529	0.22807	0.5098	0.23529	0.39216	0.32692	0.4902	0.29268	0.22619	0.33333	0.31373	0.2549	0.27451	0.31373	0.27451	0.31373	0.2549	0.33333	0.2549	0.35294	0.37255	0.23529	0.22807	0.2807	0.29091	0.34545	0.23529	0.23529	0.2549	0.17647	0.17647	0.15686	0.19643	0.33333	0.43137	0.33333	0.28235	0.17647	0.27451	0.2623	0.19608	0.35294	0.30645	0.29412	0.25714	0.15686	0.39216	0.21569	0.22034	0.5098	0.27451	0.15686	0.23077	0.26923	0.3662	0.34286	0.25	0.34783	0.2	0.37255	0.23881	0.18018	0.19608	0.31373	0.19608	0.2541	0.27451	0.3	0.23529	0.34783	0.21538	1.0	0.23288	0.31373	0.29412	0.27451	0.27451	0.17647	0.31373	0.18333	0.23529	0.23529	0.21569	0.34848	0.32836	0.25	0.20313	0.19608	0.27451	0.21569	0.18519	0.23529	0.25	0.29412	0.21569	0.35294	0.28767	0.2549	0.24324	0.27536	0.13725	0.21569	0.24138	0.23529	0.27451	0.31429	0.24074	0.23529	0.33333	0.21569	0.23881	0.32895	0.24419	0.2931	0.20755	0.32468	0.27368	0.35821	0.13793	0.21429	0.31746	0.41176	0.23636	0.35294	0.20253	0.17647	0.25899	0.31373	0.21569	0.23529	0.43137	0.29412	0.41176	0.29412	0.17647	0.17308	0.26667	0.27451	0.33333	0.33333	0.43137	0.23529	0.2549	0.36765	0.2549	0.33333	0.24638	0.28571	0.23529	0.31373	0.29412	0.27273	0.26154	0.26154	0.29032	0.23529	0.1982	0.19545	0.33333	0.2549	0.31373	0.27451	0.23214	0.29412	0.33333	0.25424	0.29688	0.21569	0.2549	0.28169	0.2549	0.23529	0.39216	0.21569	0.2549	0.18033	0.31373	0.30508	0.19298	0.21569	0.28395	0.17647	0.35294	0.31373	0.21569
D00987	0.16438	0.23288	0.32877	0.24658	0.23288	0.36986	0.46575	0.35616	0.30137	0.17808	0.32877	0.19178	0.24658	0.49315	0.28767	0.24658	0.23288	0.31507	0.24658	0.26027	0.13699	0.27397	0.21918	0.26027	0.2906	0.31507	0.19178	0.21918	0.24658	0.38356	0.34247	0.17808	0.27397	0.28767	0.27397	0.28767	0.26027	0.17808	0.26027	0.35616	0.24658	0.27397	0.34247	0.32877	0.24658	0.38211	0.39286	0.31507	0.27397	0.35616	0.27397	0.26027	0.28767	0.28767	0.28767	0.28767	0.30137	0.26027	0.28767	0.26027	0.24658	0.32877	0.27397	0.35616	0.16438	0.32877	0.19178	0.28767	0.10959	0.26027	0.28767	0.23288	0.26027	0.24658	0.28235	0.13699	0.24658	0.26027	0.20548	0.21918	0.20548	0.24658	0.28767	0.24658	0.32877	0.31507	0.39726	0.23288	0.30137	0.28767	0.34247	0.35897	0.31507	0.27397	0.19178	0.28767	0.27397	0.27397	0.29851	0.38739	0.35616	0.13699	0.31507	0.40164	0.26027	0.25	0.34247	0.27397	0.27397	0.23288	1.0	0.23288	0.17808	0.23288	0.26027	0.30137	0.30137	0.31507	0.28767	0.19178	0.28767	0.19178	0.23288	0.30137	0.34247	0.24658	0.32877	0.27397	0.31507	0.30137	0.34211	0.24658	0.30137	0.23288	0.27397	0.24658	0.55405	0.15068	0.27397	0.19178	0.35616	0.24658	0.23288	0.30137	0.24658	0.23288	0.21918	0.30137	0.43836	0.30263	0.46512	0.28767	0.28767	0.25974	0.4	0.26027	0.34247	0.20548	0.28767	0.28767	0.31507	0.27397	0.21519	0.26027	0.34532	0.26027	0.19178	0.35616	0.32877	0.27397	0.26027	0.30137	0.17808	0.28767	0.50685	0.20548	0.28767	0.26027	0.26027	0.27397	0.17808	0.27397	0.27397	0.30137	0.38356	0.41558	0.31507	0.30137	0.21918	0.37273	0.34247	0.30137	0.27397	0.23288	0.23423	0.23636	0.24658	0.21918	0.27397	0.28767	0.35616	0.27397	0.26027	0.33051	0.27397	0.32877	0.19178	0.20548	0.27397	0.20548	0.31507	0.39726	0.27397	0.28767	0.23288	0.27397	0.30137	0.23288	0.28395	0.26027	0.35616	0.31507	0.24658
D00996	0.37037	0.53333	0.3	0.23404	0.92593	0.26154	0.28	0.3125	0.37209	0.25926	0.31579	0.30556	0.34483	0.2	0.28	0.43333	0.55556	0.27907	0.35484	0.36735	0.22222	0.30556	0.17857	0.37037	0.21368	0.29787	0.28947	0.2963	0.27273	0.24658	0.30233	0.25926	0.41935	0.34375	0.3125	0.24194	0.42857	0.23188	0.29268	0.24561	0.2439	0.29787	0.3913	0.30769	0.2439	0.1626	0.16667	0.32432	0.34286	0.275	0.3125	0.48276	0.35135	0.26667	0.33333	0.24138	0.33333	0.28261	0.34483	0.36667	0.24561	0.2807	0.23636	0.30909	0.2963	0.32258	0.35714	0.27083	0.25926	0.4	0.28571	0.36667	0.41379	0.5	0.27059	0.25926	0.40741	0.21311	0.31915	0.31915	0.25806	0.58333	0.25714	0.19149	0.45238	0.34043	0.37288	0.32558	0.36364	0.29167	0.30769	0.21795	0.30986	0.25714	0.21667	0.30435	0.33333	0.51613	0.17164	0.15315	0.34694	0.18519	0.25	0.18033	0.35294	0.2625	0.38095	0.24638	0.21538	0.31373	0.23288	1.0	0.40741	0.27778	0.46	0.23404	0.21212	0.33333	0.38235	0.40741	0.31111	0.25758	0.26866	0.21667	0.23438	0.28889	0.3913	0.31429	0.27778	0.31373	0.25	0.46875	0.55172	0.77778	0.26027	0.34375	0.24324	0.23188	0.22	0.31111	0.34483	0.35714	0.36667	0.32857	0.2963	0.23684	0.35	0.36111	0.28358	0.27632	0.22093	0.25862	0.37736	0.25974	0.24211	0.32836	0.31034	0.30357	0.26984	0.65517	0.47273	0.87097	0.18987	0.15686	0.15108	0.22222	0.48148	0.35556	0.3	0.36111	0.42424	0.31915	0.23077	0.36538	0.3	0.22222	0.46341	0.28205	0.43243	0.35484	0.18519	0.27941	0.59459	0.28205	0.24638	0.24675	0.4359	0.35135	0.35417	0.19091	0.27692	0.30769	0.25806	0.48148	0.16216	0.11364	0.48571	0.3	0.36667	0.375	0.32143	0.39394	0.52941	0.16102	0.35938	0.34783	0.25	0.28169	0.31373	0.2963	0.72414	0.35294	0.32258	0.2459	0.30612	0.23729	0.26316	0.25926	0.23457	0.18421	0.2619	0.35135	0.2
D01020	0.22222	0.46667	0.21667	0.23404	0.37037	0.2	0.24	0.25	0.30233	0.33333	0.22807	0.22222	0.31034	0.21818	0.28	0.26667	0.25926	0.23256	0.22581	0.32653	0.40741	0.22222	0.17857	0.18519	0.16239	0.29787	0.21053	0.33333	0.36364	0.17808	0.23256	0.25926	0.22581	0.125	0.34375	0.30645	0.14286	0.26087	0.29268	0.21053	0.34146	0.23404	0.28261	0.26923	0.31707	0.17886	0.15476	0.2973	0.2	0.25	0.40625	0.27586	0.24324	0.36667	0.33333	0.34483	0.23077	0.30435	0.17241	0.26667	0.24561	0.29825	0.25455	0.21818	0.33333	0.22581	0.35714	0.29167	0.2963	0.16667	0.21429	0.13333	0.17241	0.38235	0.27059	0.44444	0.25926	0.21311	0.44681	0.34043	0.25806	0.52778	0.32857	0.2766	0.38095	0.23404	0.20339	0.37209	0.36364	0.27083	0.25	0.17949	0.30986	0.35714	0.31667	0.28986	0.25	0.25806	0.18657	0.14414	0.20408	0.33333	0.22222	0.16393	0.20588	0.1875	0.2381	0.26087	0.16923	0.29412	0.17808	0.40741	1.0	0.52778	0.42	0.25532	0.30303	0.18333	0.20588	0.2963	0.28889	0.33333	0.22388	0.23333	0.14063	0.28889	0.28261	0.14286	0.24074	0.35294	0.18421	0.25	0.24138	0.40741	0.21918	0.53125	0.18919	0.17391	0.22	0.46667	0.25862	0.28571	0.2	0.24286	0.22222	0.36842	0.4	0.22222	0.20896	0.23684	0.18605	0.34483	0.24528	0.24675	0.2	0.31343	0.22414	0.21429	0.30159	0.34483	0.23636	0.35484	0.20253	0.19608	0.16547	0.22222	0.2963	0.2	0.475	0.19444	0.30303	0.44681	0.30769	0.32692	0.2	0.48148	0.41463	0.38462	0.40541	0.22581	0.37037	0.25	0.35135	0.28205	0.18841	0.18182	0.28205	0.27027	0.35417	0.17273	0.21538	0.24615	0.29032	0.14815	0.17117	0.11364	0.37143	0.26667	0.2	0.35	0.23214	0.18182	0.5	0.19492	0.28125	0.30435	0.17857	0.25352	0.35294	0.18519	0.31034	0.19608	0.19355	0.2623	0.40816	0.30508	0.29825	0.22222	0.22222	0.28947	0.33333	0.18919	0.4
D01022	0.19444	0.33333	0.25	0.31915	0.25	0.24615	0.22	0.22917	0.25581	0.22222	0.26316	0.13889	0.36207	0.32727	0.24	0.30556	0.25	0.2093	0.13889	0.34694	0.47222	0.08333	0.22222	0.19444	0.22222	0.40426	0.23684	0.30556	0.32727	0.19178	0.18605	0.27778	0.22222	0.13889	0.25	0.32258	0.22222	0.31884	0.2439	0.26316	0.26829	0.34043	0.26087	0.28846	0.2439	0.20325	0.20238	0.24324	0.19444	0.25	0.30556	0.22222	0.13514	0.27778	0.4	0.25	0.17949	0.41304	0.19444	0.25	0.29825	0.36842	0.25455	0.2	0.27778	0.19444	0.30556	0.27083	0.22222	0.19444	0.26786	0.22222	0.25	0.30556	0.30588	0.5	0.22222	0.27869	0.46809	0.29787	0.30645	0.41667	0.37143	0.3617	0.28571	0.21277	0.22034	0.30233	0.31818	0.25	0.25	0.20513	0.3662	0.4	0.28333	0.31884	0.25	0.19444	0.22388	0.20721	0.16327	0.22222	0.19444	0.18033	0.11111	0.25	0.14286	0.30435	0.23077	0.27451	0.23288	0.27778	0.52778	1.0	0.42	0.34043	0.36111	0.28333	0.22222	0.30556	0.31111	0.30303	0.25373	0.33333	0.21875	0.28889	0.30435	0.11111	0.22222	0.29412	0.19737	0.27778	0.22222	0.30556	0.26027	0.58333	0.22973	0.21739	0.24	0.46667	0.22414	0.19048	0.22222	0.3	0.22222	0.39474	0.325	0.16667	0.1791	0.23684	0.2093	0.37931	0.22642	0.27273	0.24211	0.35821	0.22414	0.28571	0.28571	0.27778	0.29091	0.25	0.24051	0.29412	0.18705	0.27778	0.25	0.24444	0.375	0.13889	0.33333	0.48936	0.35897	0.38462	0.26667	0.41667	0.29268	0.30769	0.32432	0.13889	0.36111	0.25	0.21622	0.17949	0.23188	0.19481	0.23077	0.16216	0.39583	0.19091	0.26154	0.26154	0.32258	0.16667	0.18919	0.14091	0.30556	0.27778	0.22222	0.225	0.21429	0.13889	0.41667	0.24576	0.29688	0.23913	0.19444	0.25352	0.33333	0.16667	0.27778	0.23529	0.16667	0.22951	0.42857	0.40678	0.26316	0.25	0.23457	0.36842	0.30952	0.18919	0.41667
D01024	0.2	0.46	0.3	0.32	0.42	0.30769	0.26	0.24	0.26	0.3	0.31579	0.3	0.27586	0.25455	0.3	0.38	0.3	0.46	0.26	0.28	0.28	0.26	0.24	0.3	0.24786	0.32	0.3	0.2	0.36364	0.26027	0.32	0.3	0.32	0.26	0.36	0.29032	0.26	0.36232	0.28	0.29825	0.3	0.24	0.2	0.28846	0.28	0.25203	0.22619	0.24	0.26	0.2	0.36	0.34	0.28	0.32	0.24	0.36	0.3	0.22	0.26	0.3	0.19298	0.35088	0.34545	0.29091	0.28	0.34	0.3	0.16	0.14	0.32	0.32143	0.32	0.34	0.34	0.28235	0.3	0.28	0.19672	0.32	0.26	0.29032	0.46	0.34286	0.26	0.36	0.3	0.30508	0.34	0.24	0.34	0.28846	0.28205	0.30986	0.35714	0.23333	0.28986	0.26667	0.34	0.27612	0.21622	0.22	0.24	0.26	0.2459	0.26	0.2125	0.4	0.24638	0.23077	0.27451	0.26027	0.46	0.42	0.42	1.0	0.26	0.22	0.25	0.34	0.38	0.36	0.39394	0.25373	0.23333	0.21875	0.4	0.2	0.24	0.22222	0.29412	0.28947	0.36	0.38	0.42	0.31507	0.38	0.28378	0.24638	0.14	0.38	0.25862	0.22	0.28	0.3	0.2963	0.32	0.44	0.28	0.31343	0.30263	0.2907	0.27586	0.22642	0.28571	0.26316	0.34328	0.27586	0.17857	0.31746	0.38	0.25455	0.48	0.24051	0.11765	0.23022	0.34	0.36	0.3	0.44	0.28	0.32	0.42	0.28	0.40385	0.3	0.36	0.4	0.28	0.32	0.28	0.38	0.30882	0.54	0.36	0.30435	0.28571	0.34	0.26	0.36	0.25455	0.30769	0.30769	0.30645	0.32	0.26126	0.2	0.36	0.28	0.32	0.36	0.21429	0.3	0.42	0.30508	0.3125	0.32	0.28	0.33803	0.33333	0.2	0.36	0.27451	0.28	0.2623	0.38	0.32203	0.31579	0.26	0.24691	0.34	0.32	0.28	0.28
D01051	0.2766	0.19149	0.18333	0.23404	0.23404	0.2	0.32	0.35417	0.31915	0.21277	0.17544	0.23404	0.25862	0.23636	0.3	0.38298	0.31915	0.38298	0.2766	0.2449	0.31915	0.34043	0.17021	0.3617	0.26496	0.25532	0.29787	0.23404	0.47273	0.31507	0.34043	0.21277	0.3617	0.34043	0.46809	0.22581	0.34043	0.47826	0.25532	0.19298	0.19149	0.46809	0.19149	0.21154	0.19149	0.23577	0.2619	0.34043	0.2766	0.40426	0.14894	0.31915	0.19149	0.19149	0.10638	0.29787	0.19149	0.38298	0.23404	0.19149	0.42105	0.61404	0.30909	0.27273	0.21277	0.21277	0.3617	0.375	0.17021	0.23404	0.60714	0.31915	0.38298	0.3617	0.32941	0.2766	0.29787	0.31148	0.46809	0.25532	0.33871	0.2766	0.3	0.48936	0.14894	0.3617	0.35593	0.19149	0.34043	0.29167	0.25	0.21795	0.32394	0.32857	0.38333	0.33333	0.36667	0.2766	0.26866	0.18919	0.32653	0.31915	0.46809	0.19672	0.23404	0.275	0.17021	0.30435	0.18462	0.17647	0.30137	0.23404	0.25532	0.34043	0.26	1.0	0.3617	0.36667	0.34043	0.23404	0.3617	0.39394	0.26866	0.33333	0.34375	0.42553	0.21277	0.3617	0.44444	0.41176	0.21053	0.34043	0.34043	0.2766	0.30137	0.42553	0.31081	0.34783	0.4	0.3617	0.34483	0.19149	0.31915	0.34286	0.27778	0.55319	0.17021	0.2766	0.25373	0.26316	0.27907	0.32759	0.24528	0.2987	0.26316	0.35821	0.37931	0.32143	0.30159	0.29787	0.30909	0.25532	0.31646	0.35294	0.21583	0.2766	0.21277	0.34043	0.25532	0.2766	0.34043	0.31915	0.38298	0.36538	0.31667	0.38298	0.2766	0.29787	0.3617	0.34043	0.42553	0.26471	0.34043	0.14894	0.23188	0.32468	0.23404	0.23404	0.35417	0.20909	0.24615	0.38462	0.37097	0.29787	0.24324	0.19545	0.34043	0.17021	0.38298	0.29787	0.32143	0.46809	0.31915	0.23729	0.34375	0.12766	0.19149	0.32394	0.2549	0.2766	0.29787	0.39216	0.23404	0.27869	0.28571	0.23729	0.26316	0.2766	0.25926	0.57447	0.25532	0.23404	0.38298
D01071	0.24242	0.27273	0.33333	0.34043	0.27273	0.27692	0.3	0.3125	0.27907	0.15152	0.33333	0.16667	0.2931	0.27273	0.16	0.33333	0.30303	0.2093	0.15152	0.30612	0.27273	0.22222	0.27273	0.30303	0.23077	0.2766	0.26316	0.45455	0.45455	0.28767	0.34884	0.24242	0.42424	0.18182	0.30303	0.27419	0.36364	0.27536	0.19512	0.35088	0.29268	0.2766	0.30435	0.34615	0.29268	0.2439	0.2619	0.35135	0.22857	0.425	0.12121	0.27273	0.24324	0.15152	0.28889	0.42424	0.23077	0.32609	0.27273	0.15152	0.31579	0.2807	0.23636	0.27273	0.27273	0.24242	0.36364	0.41667	0.24242	0.15152	0.25	0.27273	0.36364	0.35294	0.29412	0.24242	0.39394	0.39344	0.2766	0.25532	0.20968	0.22222	0.32857	0.29787	0.2381	0.34043	0.27119	0.27907	0.31818	0.22917	0.36538	0.28205	0.28169	0.32857	0.26667	0.28986	0.26667	0.30303	0.20149	0.22523	0.30612	0.27273	0.27778	0.22951	0.11765	0.2625	0.21429	0.34783	0.24615	0.31373	0.30137	0.21212	0.30303	0.36111	0.22	0.3617	1.0	0.26667	0.17647	0.24242	0.26667	0.27273	0.22388	0.25	0.28125	0.24444	0.32609	0.14286	0.33333	0.35294	0.27632	0.21212	0.24242	0.30303	0.26027	0.30303	0.2973	0.26087	0.28	0.37778	0.25862	0.19048	0.18182	0.24286	0.2037	0.26316	0.25	0.16667	0.26866	0.35526	0.24419	0.27586	0.22642	0.32468	0.27368	0.28358	0.25862	0.30357	0.28571	0.33333	0.29091	0.27273	0.22785	0.45098	0.21583	0.30303	0.24242	0.35556	0.4	0.22222	0.33333	0.48936	0.20513	0.28846	0.35	0.33333	0.26829	0.25641	0.37838	0.24242	0.27273	0.33824	0.21622	0.17949	0.28986	0.2987	0.33333	0.18919	0.3125	0.25455	0.32308	0.32308	0.25806	0.30303	0.17117	0.15	0.37143	0.21212	0.30303	0.25	0.25	0.18182	0.23529	0.19492	0.3125	0.21739	0.18182	0.21127	0.2549	0.27273	0.33333	0.31373	0.21212	0.2459	0.32653	0.25424	0.26316	0.27273	0.22222	0.34211	0.38095	0.24324	0.37143
D01103	0.21667	0.2	0.16667	0.21667	0.3	0.23077	0.41667	0.36667	0.35	0.18333	0.2	0.21667	0.18333	0.31667	0.3	0.28333	0.28333	0.28333	0.28333	0.3	0.16667	0.31667	0.16667	0.41667	0.37607	0.31667	0.23333	0.2	0.16667	0.35616	0.38333	0.18333	0.3	0.35	0.28333	0.12903	0.36667	0.27536	0.25	0.21667	0.18333	0.33333	0.21667	0.23333	0.18333	0.22764	0.29762	0.26667	0.3	0.38333	0.26667	0.36667	0.25	0.23333	0.21667	0.25	0.28333	0.38333	0.3	0.35	0.43333	0.45	0.23333	0.35	0.28333	0.25	0.18333	0.5	0.13333	0.26667	0.31667	0.4	0.35	0.28333	0.31765	0.15	0.3	0.21311	0.31667	0.3	0.24194	0.35	0.31429	0.31667	0.28333	0.46667	0.46667	0.21667	0.3	0.3	0.25	0.20513	0.30986	0.24286	0.21667	0.31884	0.41667	0.26667	0.31343	0.31532	0.38333	0.16667	0.45	0.22951	0.28333	0.2875	0.28333	0.28986	0.24615	0.18333	0.31507	0.33333	0.18333	0.28333	0.25	0.36667	0.26667	1.0	0.4	0.26667	0.26667	0.22727	0.25373	0.26667	0.4375	0.5	0.26667	0.4	0.36667	0.31667	0.22368	0.45	0.36667	0.33333	0.30137	0.25	0.28378	0.34783	0.36667	0.23333	0.56667	0.25	0.4	0.31429	0.2	0.35	0.18333	0.31667	0.29851	0.32895	0.34884	0.26667	0.3	0.31169	0.30526	0.32836	0.41667	0.23333	0.28571	0.33333	0.26667	0.35	0.37975	0.25	0.2446	0.23333	0.23333	0.51667	0.3	0.31667	0.28333	0.25	0.2	0.3	0.35	0.25	0.3	0.25	0.28333	0.41667	0.2	0.23529	0.28333	0.26667	0.23188	0.2987	0.31667	0.21667	0.18333	0.24545	0.21538	0.38462	0.30645	0.25	0.32432	0.19091	0.28333	0.2	0.45	0.36667	0.55	0.51667	0.31667	0.20339	0.3125	0.21667	0.18333	0.32394	0.25	0.23333	0.31667	0.56667	0.3	0.19672	0.16667	0.16667	0.18333	0.25	0.32099	0.33333	0.3	0.28333	0.21667
D01118	0.26471	0.20588	0.16667	0.21277	0.32353	0.16923	0.26	0.27083	0.46512	0.35294	0.15789	0.36111	0.27586	0.27273	0.44	0.41176	0.41176	0.4186	0.73529	0.32653	0.17647	0.63889	0.23529	0.61765	0.25641	0.25532	0.15789	0.23529	0.21818	0.21918	0.55814	0.14706	0.32353	0.76471	0.32353	0.25806	0.52941	0.27536	0.26829	0.17544	0.19512	0.38298	0.30435	0.32692	0.19512	0.23577	0.15476	0.27027	0.6	0.375	0.58824	0.64706	0.45946	0.52941	0.15556	0.23529	0.51282	0.28261	0.52941	0.29412	0.36842	0.38596	0.30909	0.43636	0.17647	0.20588	0.26471	0.35417	0.17647	0.26471	0.39286	0.5	0.44118	0.44118	0.24706	0.20588	0.41176	0.19672	0.2766	0.31915	0.32258	0.38889	0.27143	0.25532	0.40476	0.40426	0.33898	0.25581	0.31818	0.35417	0.28846	0.14103	0.28169	0.27143	0.25	0.28986	0.3	0.47059	0.21642	0.12613	0.40816	0.17647	0.44444	0.18033	0.64706	0.1875	0.2619	0.31884	0.15385	0.23529	0.28767	0.38235	0.20588	0.22222	0.34	0.34043	0.17647	0.4	1.0	0.20588	0.31111	0.27273	0.35821	0.45	0.375	0.42222	0.43478	0.74286	0.44444	0.37255	0.14474	0.58824	0.41176	0.47059	0.31507	0.17647	0.2973	0.28986	0.34	0.22222	0.39655	0.28571	0.55882	0.34286	0.31481	0.36842	0.25	0.55556	0.25373	0.19737	0.19767	0.31034	0.39623	0.31169	0.17895	0.29851	0.27586	0.33929	0.30159	0.41176	0.27273	0.44118	0.37975	0.17647	0.21583	0.14706	0.23529	0.44444	0.225	0.63889	0.32353	0.25532	0.10256	0.40385	0.31667	0.23529	0.31707	0.25641	0.2973	0.5	0.17647	0.19118	0.35135	0.58974	0.18841	0.22078	0.35897	0.2973	0.1875	0.19091	0.18462	0.38462	0.43548	0.38235	0.23423	0.11818	0.42857	0.29412	0.58824	0.325	0.375	0.52941	0.29412	0.11017	0.32813	0.17391	0.17647	0.30986	0.31373	0.32353	0.44118	0.43137	0.52941	0.21311	0.20408	0.30508	0.19298	0.20588	0.32099	0.34211	0.2619	0.43243	0.17143
