data	D00035	D00110	D00136	D00195	D00219	D00225	D00227	D00228	D00234	D00252	D00274	D00283	D00293	D00294	D00303	D00319	D00326	D00329	D00331	D00332	D00335	D00336	D00338	D00340	D00345	D00349	D00351	D00354	D00358	D00364	D00367	D00373	D00379	D00380	D00392	D00394	D00418	D00437	D00438	D00451	D00456	D00464	D00474	D00477	D00480	D00495	D00499	D00504	D00512	D00513	D00519	D00521	D00524	D00528	D00530	D00533	D00536	D00537	D00538	D00539	D00542	D00543	D00544	D00545	D00546	D00547	D00548	D00549	D00550	D00552	D00553	D00560	D00563	D00574	D00593	D00594	D00607	D00611	D00615	D00616	D00617	D00618	D00619	D00629	D00631	D00633	D00636	D00638	D00639	D00640	D00642	D00647	D00648	D00649	D00650	D00651	D00654	D00656	D00658	D00677	D00678	D00694	D00697	D00704	D00708	D00709	D00711	D00726	D00732	D00733	D00735	D00738	D00739	D00740	D00741	D00759	D00760	D00761	D00765	D00771	D00775	D00779	D00791	D00798	D00799	D00809	D00812	D00816	D00823	D00831	D00960	D00963	D00964	D01071	D01108	D01111	D01118	D01242	D01243	D01253	D01256	D01275	D01287	D01295	D01350	D01448	D01450	D01453	D01575	D01599	D01603	D01712	D01768	D01799	D01828	D01854	D01969	D02041	D02086	D02087	D02088	D02092	D02098	D02101	D02163	D02173	D02204	D02207	D02234	D02237	D02253	D02261	D02262	D02272	D02347	D02356	D02360	D02362	D02409	D02461	D02485	D02546	D02566	D02630	D02914	D03037	D03180	D03274	D03365	D03450	D03580	D03742	D03826	D03830	D03878	D03991	D04034	D04048	D04370	D04790	D04985	D04999	D05024	D05077	D05156	D05453	D05458	D05461	D06106	D06172	
D00739	0.41250	0.38373	0.49610	0.28158	0.43629	0.42097	0.34681	0.61289	0.41229	0.45778	0.48371	0.48848	0.45741	0.48158	0.39997	0.39107	0.53944	0.51899	0.46500	0.48724	0.37722	0.37140	0.47790	0.51843	0.37511	0.37636	0.39000	0.34208	0.45111	0.44810	0.52797	0.53504	0.42184	0.47348	0.44296	0.49318	0.35392	0.34268	0.33176	0.50778	0.39248	0.43484	0.46295	0.50872	0.52233	0.42249	0.43743	0.42249	0.41320	0.42573	0.45343	0.44060	0.47390	0.42200	0.45414	0.48494	0.44248	0.32488	0.37304	0.41152	0.35489	0.36822	0.38203	0.39202	0.36488	0.37821	0.53102	0.56532	0.43884	0.55866	0.44112	0.33988	0.46444	0.44914	0.39602	0.40966	0.36107	0.54301	0.35224	0.36059	0.36982	0.35290	0.43614	0.35163	0.43048	0.63341	0.50291	0.41655	0.50934	0.60429	0.29411	0.41889	0.29523	0.43302	0.40481	0.41332	0.44526	0.39997	0.47442	0.42658	0.48097	0.34880	0.47200	0.46011	0.45962	0.45629	0.49022	0.44843	0.46203	0.57514	0.67382	0.51218	1.00000	0.50872	0.66924	0.18525	0.23375	0.25058	0.21378	0.41250	0.45975	0.53101	0.38388	0.55161	0.39801	0.54409	0.60394	0.59544	0.58499	0.37795	0.41843	0.33176	0.41198	0.44665	0.28849	0.37015	0.47383	0.33176	0.49873	0.38217	0.45795	0.27146	0.49818	0.47057	0.10578	0.29557	0.51289	0.40499	0.36259	0.44669	0.32790	0.37477	0.61289	0.41262	0.38272	0.26771	0.41460	0.37080	0.50872	0.56583	0.49873	0.46511	0.59814	0.19876	0.30601	0.39099	0.36487	0.24147	0.32568	0.36280	0.31509	0.42670	0.23557	0.24258	0.41229	0.41135	0.44955	0.40799	0.39761	0.31660	0.39659	0.38312	0.46190	0.35573	0.34572	0.36191	0.43410	0.37840	0.41929	0.38401	0.20634	0.43397	0.27390	0.31305	0.34209	0.45414	0.31552	0.47482	0.40626	0.33354	0.42184	0.51056	0.34527	0.52311	0.27482	0.56563	0.45678	0.21733	0.43899	0.42928	
D00740	0.42031	0.45004	0.53899	0.30029	0.39420	0.46228	0.35472	0.39534	0.42147	0.42922	0.53574	0.55879	0.52560	0.38116	0.52992	0.44642	0.49004	0.47055	0.49508	0.49764	0.34552	0.39235	0.46311	0.39534	0.47477	0.40030	0.38631	0.40910	0.65042	0.45854	0.58348	0.36452	0.43459	0.71867	0.46421	0.51862	0.32284	0.37897	0.35100	0.46228	0.55788	0.42815	0.66965	0.97537	0.49296	0.56616	0.55686	0.61541	0.50291	0.49523	0.34411	0.42359	0.44709	0.49178	0.43888	0.48743	0.62385	0.32063	0.47799	0.56807	0.38535	0.47301	0.41342	0.47301	0.46956	0.40947	0.44234	0.43618	0.45092	0.65517	0.65931	0.42459	0.53932	0.75387	0.35735	0.39235	0.33929	0.59233	0.32673	0.35042	0.35617	0.34842	0.46385	0.38594	0.49776	0.59959	0.46982	0.34699	0.59423	0.56860	0.27652	0.44886	0.30708	0.58897	0.35780	0.34849	0.41205	0.41944	0.38544	0.46432	0.51611	0.38580	0.51030	0.44494	0.69070	0.53949	0.71011	0.70218	0.93746	0.48424	0.46055	0.71780	0.50354	1.00000	0.46538	0.18371	0.22137	0.24810	0.19875	0.39568	0.39532	0.52403	0.40467	0.41333	0.42147	0.59040	0.51985	0.55116	0.49139	0.38601	0.40318	0.32758	0.43459	0.47143	0.28178	0.42017	0.65018	0.33929	0.69428	0.45443	0.34849	0.26891	0.63600	0.46490	0.10037	0.29238	0.66884	0.50354	0.36955	0.42183	0.31385	0.40205	0.46891	0.46654	0.42991	0.23473	0.43448	0.45865	0.75387	0.42945	0.64503	0.51631	0.46055	0.18151	0.32434	0.37862	0.37644	0.26485	0.31371	0.35780	0.33139	0.32346	0.22166	0.22819	0.37862	0.46138	0.41866	0.41866	0.35150	0.33557	0.44764	0.35232	0.52278	0.37435	0.35279	0.43005	0.55341	0.34034	0.55033	0.34533	0.18831	0.39389	0.29296	0.28384	0.39212	0.48347	0.36157	0.61845	0.44642	0.32949	0.51395	0.60802	0.33181	0.37783	0.28879	0.67272	0.57002	0.21535	0.53437	0.56081	
D00741	0.38215	0.38883	0.48567	0.28473	0.54989	0.45677	0.35121	0.49449	0.38883	0.46046	0.50310	0.43747	0.42186	0.50666	0.51662	0.42689	0.58895	0.50807	0.39830	0.50056	0.47635	0.46523	0.46671	0.48393	0.41346	0.49824	0.34195	0.36021	0.45401	0.40521	0.49347	0.50153	0.48845	0.48184	0.42198	0.44542	0.39457	0.44372	0.42961	0.45677	0.41110	0.48585	0.43098	0.47539	0.63827	0.48302	0.49843	0.38036	0.37776	0.41761	0.47109	0.45138	0.46461	0.41464	0.47837	0.50475	0.39872	0.35294	0.30934	0.47335	0.37260	0.41999	0.42190	0.43145	0.42822	0.46416	0.44710	0.55308	0.44556	0.45449	0.46751	0.37596	0.46716	0.40628	0.44621	0.35045	0.33595	0.58902	0.36154	0.41245	0.43377	0.46390	0.40821	0.44716	0.50936	0.59594	0.54288	0.47313	0.51023	0.59199	0.26643	0.42389	0.29059	0.43681	0.42382	0.41863	0.47837	0.55908	0.48036	0.41740	0.45164	0.36780	0.49623	0.45126	0.45079	0.47060	0.48040	0.45652	0.43589	0.42937	0.82228	0.47875	0.67425	0.47539	1.00000	0.18680	0.22902	0.27386	0.21606	0.40519	0.42775	0.42808	0.44196	0.53953	0.45841	0.48690	0.56742	0.54761	0.63049	0.47014	0.54979	0.34766	0.46701	0.46514	0.33279	0.42999	0.44031	0.35534	0.54629	0.47869	0.43351	0.25973	0.57258	0.41284	0.10661	0.28984	0.55095	0.44413	0.34482	0.47154	0.31610	0.39731	0.85145	0.50186	0.47837	0.25144	0.39471	0.36230	0.48685	0.52731	0.52313	0.48375	0.86557	0.18518	0.35463	0.33170	0.40696	0.26409	0.30238	0.39581	0.32855	0.38261	0.21997	0.22645	0.41740	0.38879	0.41392	0.31427	0.41626	0.32814	0.42562	0.41401	0.44710	0.38245	0.32768	0.37014	0.50654	0.37111	0.41176	0.34205	0.19215	0.37203	0.29090	0.34302	0.31953	0.55887	0.35874	0.51912	0.41169	0.31492	0.53810	0.38490	0.35746	0.49760	0.26936	0.49317	0.43658	0.23591	0.48184	0.44434	
D00759	0.26492	0.37633	0.34559	0.38931	0.35513	0.32084	0.36386	0.33201	0.40229	0.30673	0.38065	0.32950	0.32275	0.30240	0.34118	0.35719	0.31469	0.34118	0.35668	0.27098	0.38247	0.39294	0.34923	0.33201	0.33806	0.34975	0.43977	0.28570	0.29254	0.35538	0.32222	0.34560	0.33540	0.31288	0.26726	0.31781	0.29002	0.36455	0.39164	0.35114	0.30976	0.31296	0.28821	0.30734	0.30976	0.27219	0.30301	0.27652	0.31729	0.29435	0.33261	0.41519	0.29686	0.29375	0.32699	0.32153	0.30180	0.39537	0.28700	0.25739	0.23393	0.25367	0.24320	0.25367	0.24874	0.26414	0.31288	0.27652	0.32577	0.26665	0.28639	0.38862	0.30362	0.30301	0.40523	0.39294	0.41216	0.28760	0.45847	0.41053	0.42367	0.38489	0.43995	0.37070	0.33694	0.27159	0.37260	0.38801	0.28146	0.32517	0.44513	0.38126	0.47413	0.30985	0.39857	0.37511	0.35295	0.33252	0.36776	0.36767	0.32586	0.36827	0.34430	0.24441	0.28760	0.26535	0.28881	0.32214	0.31288	0.34188	0.31842	0.31227	0.31227	0.31167	0.31288	1.00000	0.52368	0.50800	0.45286	0.25194	0.28327	0.32344	0.35157	0.34742	0.35036	0.32275	0.30301	0.30794	0.31651	0.35027	0.32699	0.40681	0.31591	0.31409	0.30301	0.37754	0.32829	0.39164	0.29686	0.32456	0.39243	0.47586	0.32950	0.36031	0.35663	0.42367	0.33149	0.29816	0.42932	0.34587	0.41380	0.33313	0.32768	0.32829	0.33564	0.48875	0.44237	0.37875	0.31599	0.38870	0.30119	0.38507	0.32707	0.49192	0.39233	0.36984	0.35295	0.46543	0.43293	0.38446	0.38965	0.40662	0.48428	0.48188	0.38065	0.42515	0.34612	0.36776	0.39485	0.44340	0.37684	0.34066	0.30855	0.38740	0.41025	0.39286	0.29375	0.45665	0.26293	0.39978	0.47963	0.35849	0.51308	0.44194	0.37641	0.33997	0.42860	0.33330	0.35719	0.41450	0.32889	0.29254	0.41780	0.38256	0.43907	0.31288	0.25246	0.46423	0.30422	0.27773	
D00760	0.24638	0.36830	0.41252	0.37628	0.36621	0.34300	0.40706	0.33784	0.43204	0.31149	0.42082	0.36925	0.34006	0.31243	0.39393	0.39761	0.34604	0.37293	0.37209	0.29438	0.39151	0.40422	0.36831	0.33691	0.37965	0.39908	0.45053	0.30173	0.31916	0.38490	0.35791	0.34678	0.35802	0.33470	0.28849	0.33932	0.31223	0.39078	0.42962	0.35875	0.31905	0.34668	0.31916	0.33712	0.35056	0.29973	0.32273	0.28535	0.35193	0.31611	0.33239	0.44833	0.32283	0.31538	0.35570	0.32945	0.31076	0.38846	0.29805	0.28177	0.24418	0.26812	0.25405	0.26812	0.26214	0.28083	0.30845	0.29973	0.34898	0.26812	0.31170	0.42134	0.33260	0.33712	0.43489	0.43803	0.39876	0.32368	0.45233	0.41241	0.44675	0.41021	0.50031	0.40349	0.40727	0.29900	0.42680	0.40349	0.30277	0.37155	0.44665	0.44256	0.50545	0.33764	0.38616	0.36820	0.35707	0.37293	0.36453	0.39981	0.35707	0.41242	0.35707	0.26602	0.31317	0.29805	0.31989	0.34983	0.34384	0.38564	0.35056	0.34836	0.35361	0.34237	0.34384	0.49640	1.00000	0.58194	0.46516	0.26214	0.30404	0.35938	0.42754	0.36474	0.42082	0.35811	0.33712	0.34015	0.36400	0.41546	0.36096	0.40264	0.33838	0.35056	0.30309	0.40265	0.36778	0.42365	0.32966	0.35276	0.38395	0.48120	0.36400	0.39089	0.30758	0.44423	0.37440	0.32347	0.50485	0.37597	0.42564	0.35402	0.36705	0.35203	0.37146	0.46549	0.52425	0.39225	0.34467	0.38562	0.32671	0.42890	0.36106	0.39086	0.42722	0.38017	0.39908	0.53697	0.44496	0.37566	0.45410	0.40779	0.45344	0.45836	0.39068	0.47552	0.38416	0.35928	0.40790	0.44720	0.45000	0.34877	0.33334	0.45274	0.44635	0.47238	0.32063	0.44224	0.27274	0.42050	0.41494	0.34667	0.46608	0.45473	0.38164	0.38196	0.46324	0.37135	0.38185	0.41462	0.35802	0.30866	0.47374	0.36673	0.46817	0.34089	0.26529	0.46457	0.32420	0.29235	
D00761	0.28656	0.40775	0.42966	0.52049	0.36338	0.37015	0.44325	0.36798	0.44517	0.33093	0.41468	0.38127	0.36352	0.33787	0.41385	0.40484	0.36449	0.37919	0.38321	0.30833	0.38568	0.41632	0.37822	0.34369	0.41580	0.42758	0.45748	0.33884	0.34286	0.39499	0.38529	0.38626	0.34838	0.35465	0.30237	0.36255	0.33190	0.41662	0.43229	0.38475	0.35934	0.36352	0.32206	0.35271	0.38432	0.31027	0.33884	0.31027	0.37045	0.36657	0.34466	0.43883	0.35673	0.33787	0.39111	0.34771	0.32996	0.42094	0.30625	0.28656	0.26285	0.29447	0.26657	0.28753	0.28656	0.31125	0.36158	0.32414	0.37806	0.30833	0.33302	0.45517	0.35368	0.34577	0.40556	0.46211	0.38375	0.33496	0.43021	0.44519	0.43506	0.43534	0.48194	0.41260	0.42273	0.31624	0.42952	0.40222	0.33205	0.39514	0.47425	0.44339	0.43108	0.35853	0.41565	0.39888	0.37031	0.37225	0.37322	0.41468	0.39805	0.42259	0.37031	0.27270	0.32802	0.32287	0.34383	0.36948	0.36158	0.38723	0.37739	0.36754	0.36061	0.35964	0.38238	0.44967	0.54427	1.00000	0.46307	0.28058	0.32802	0.35950	0.43742	0.40304	0.44242	0.37045	0.35271	0.35368	0.37433	0.44228	0.39805	0.46002	0.38030	0.34965	0.31984	0.45823	0.38626	0.46002	0.34979	0.38030	0.38501	0.42872	0.38820	0.41677	0.23917	0.43686	0.37239	0.35368	0.46491	0.35823	0.42967	0.39402	0.38529	0.35853	0.41191	0.42969	0.49275	0.43937	0.35964	0.40333	0.34979	0.43049	0.38432	0.45098	0.44213	0.44935	0.43620	0.49774	0.43438	0.36712	0.42565	0.45464	0.46632	0.45690	0.40775	0.45405	0.41482	0.41482	0.42011	0.43381	0.45018	0.39402	0.36851	0.44465	0.40844	0.45503	0.33093	0.47238	0.30930	0.40553	0.46994	0.43741	0.46947	0.43792	0.39582	0.41191	0.49150	0.38917	0.41177	0.40998	0.36643	0.31788	0.51230	0.40042	0.45817	0.36851	0.29253	0.42263	0.33384	0.31222	
D00765	0.31036	0.45369	0.37181	0.47447	0.35829	0.29543	0.37155	0.29913	0.34642	0.28102	0.35280	0.29543	0.29823	0.29377	0.34732	0.38724	0.30550	0.33177	0.32272	0.31125	0.36709	0.37615	0.33088	0.31188	0.32194	0.38903	0.44793	0.28191	0.29836	0.34631	0.30550	0.31915	0.33917	0.30920	0.30576	0.29376	0.32017	0.39808	0.41887	0.34006	0.29186	0.30461	0.29478	0.31379	0.31099	0.29670	0.33292	0.28115	0.30461	0.29746	0.31915	0.37983	0.33025	0.28102	0.30448	0.29645	0.32476	0.46582	0.27107	0.28764	0.25667	0.28574	0.26507	0.28574	0.27847	0.29480	0.31558	0.28394	0.29632	0.26661	0.28931	0.37615	0.29556	0.31021	0.40701	0.41720	0.41887	0.34211	0.40740	0.41160	0.43420	0.41530	0.40076	0.40714	0.38457	0.27388	0.37168	0.39080	0.28204	0.32731	0.54720	0.33980	0.44326	0.30640	0.33980	0.34988	0.32361	0.32539	0.33904	0.41226	0.31723	0.35893	0.32361	0.27847	0.29747	0.31684	0.30563	0.31647	0.31558	0.33279	0.34287	0.31469	0.32744	0.31379	0.32833	0.40299	0.43776	0.47554	1.00000	0.24659	0.27197	0.35830	0.36620	0.33458	0.35804	0.29823	0.27554	0.28280	0.30818	0.40892	0.33278	0.49652	0.30091	0.37475	0.31545	0.44234	0.30640	0.36148	0.30474	0.30091	0.36901	0.52064	0.35919	0.33445	0.33381	0.42944	0.33828	0.29556	0.40740	0.34185	0.39412	0.35179	0.34376	0.32553	0.32003	0.48949	0.41071	0.43175	0.31379	0.36990	0.29836	0.37258	0.34287	0.49577	0.40241	0.45203	0.41926	0.44317	0.38570	0.42270	0.45102	0.45534	0.49710	0.49784	0.35804	0.38009	0.36455	0.36455	0.34069	0.43942	0.40027	0.44106	0.30283	0.38877	0.42244	0.40152	0.33203	0.37602	0.28026	0.44526	0.50871	0.40942	0.46877	0.42286	0.39808	0.34274	0.35854	0.36008	0.39683	0.50355	0.36468	0.31749	0.46060	0.36722	0.50319	0.34109	0.24849	0.39339	0.34109	0.27935	
D00771	0.36518	0.26474	0.34605	0.22799	0.32096	0.44432	0.25760	0.39680	0.30759	0.44538	0.30759	0.42502	0.41878	0.50077	0.29838	0.27903	0.41240	0.34406	0.36503	0.38517	0.26554	0.26516	0.35171	0.36858	0.31358	0.26951	0.25070	0.43530	0.38593	0.37712	0.39680	0.38634	0.33678	0.33217	0.36744	0.37505	0.36142	0.22826	0.20730	0.39826	0.45118	0.49446	0.39959	0.33680	0.34297	0.38541	0.28754	0.45343	0.38625	0.36142	0.37933	0.26158	0.28972	0.42425	0.34396	0.42828	0.38593	0.19052	0.39547	0.34546	0.36847	0.30999	0.35260	0.36647	0.28583	0.30436	0.42630	0.45361	0.43343	0.40104	0.41666	0.27846	0.42181	0.36142	0.21992	0.26461	0.18790	0.35721	0.23720	0.24799	0.22265	0.22131	0.28074	0.21693	0.28969	0.47456	0.28875	0.24234	0.45053	0.37565	0.16361	0.27175	0.15999	0.34553	0.29795	0.32953	0.31789	0.37807	0.33107	0.25107	0.39391	0.32776	0.39084	0.28583	0.44291	0.28155	0.35948	0.39737	0.31705	0.39289	0.35811	0.36237	0.35040	0.33680	0.34008	0.12137	0.14026	0.16904	0.11994	1.00000	0.61431	0.33678	0.25279	0.35826	0.25107	0.36461	0.41068	0.39801	0.37896	0.23491	0.32402	0.16449	0.35662	0.27805	0.20791	0.22885	0.32512	0.25815	0.39959	0.40627	0.27002	0.17534	0.29961	0.32317	0.06379	0.17734	0.33538	0.42181	0.24091	0.33155	0.21431	0.27982	0.32748	0.34553	0.35973	0.14413	0.27589	0.24796	0.34918	0.30823	0.38593	0.29752	0.33740	0.12497	0.21401	0.25579	0.19904	0.15579	0.21079	0.19073	0.14417	0.26170	0.15284	0.15701	0.29330	0.29693	0.36999	0.32016	0.26239	0.19889	0.29734	0.22051	0.38616	0.25093	0.18921	0.24022	0.29672	0.26032	0.43886	0.20840	0.13061	0.30932	0.17216	0.18626	0.25632	0.35667	0.22339	0.31133	0.26513	0.18291	0.25743	0.39959	0.22041	0.32834	0.15335	0.36312	0.47866	0.14985	0.27097	0.43227	
D00775	0.31498	0.28679	0.37041	0.25982	0.40439	0.43469	0.32534	0.47034	0.35821	0.42435	0.37249	0.37596	0.47291	0.48805	0.31858	0.28795	0.59547	0.40214	0.41397	0.46181	0.33967	0.32311	0.39527	0.47034	0.38664	0.29202	0.30675	0.48465	0.41336	0.34861	0.36543	0.45778	0.44592	0.39771	0.46581	0.33789	0.42302	0.26869	0.25231	0.40507	0.44038	0.46203	0.41336	0.37377	0.35382	0.38411	0.37377	0.44124	0.38634	0.33690	0.37616	0.34304	0.34476	0.48819	0.34929	0.46682	0.53144	0.26791	0.39610	0.37212	0.44582	0.49038	0.47839	0.49038	0.48638	0.43119	0.44378	0.48417	0.46165	0.43325	0.39210	0.31036	0.38614	0.37377	0.30633	0.31036	0.24060	0.31440	0.28962	0.30361	0.27410	0.27287	0.34141	0.26351	0.30549	0.46597	0.37979	0.38037	0.41667	0.41042	0.20488	0.35118	0.19608	0.35576	0.35179	0.35698	0.40439	0.36959	0.41153	0.31536	0.36868	0.30978	0.45795	0.34355	0.41446	0.33897	0.37273	0.40664	0.39771	0.46575	0.41874	0.40994	0.43388	0.37390	0.39771	0.15155	0.17733	0.21046	0.15137	0.65778	1.00000	0.34673	0.33508	0.42406	0.34848	0.32858	0.36967	0.35837	0.54719	0.35734	0.35367	0.24060	0.46575	0.41874	0.25491	0.27694	0.33535	0.29914	0.41336	0.41621	0.35698	0.22300	0.35748	0.37873	0.07872	0.22650	0.35576	0.45768	0.28962	0.43228	0.23310	0.31117	0.40733	0.45778	0.38653	0.17799	0.33245	0.29427	0.42302	0.35801	0.41336	0.35934	0.39710	0.14334	0.27546	0.29397	0.27941	0.19863	0.22793	0.25376	0.21844	0.30824	0.17781	0.18284	0.32658	0.34561	0.41082	0.34510	0.34502	0.23267	0.28470	0.27866	0.43134	0.30195	0.24966	0.26794	0.36052	0.30195	0.40868	0.27177	0.14842	0.33558	0.20649	0.23537	0.26321	0.38653	0.29737	0.34888	0.33353	0.22260	0.34673	0.41336	0.24833	0.38136	0.20012	0.39771	0.42525	0.19083	0.37467	0.39210	
D00779	0.41441	0.49944	0.58029	0.33161	0.43886	0.40445	0.34911	0.39414	0.48515	0.50179	0.50662	0.58776	0.57988	0.40684	0.52144	0.45273	0.55285	0.57255	0.43101	0.47670	0.36568	0.38544	0.56835	0.39931	0.35305	0.42155	0.43289	0.40527	0.54015	0.59513	0.49872	0.42192	0.35027	0.50025	0.41996	0.56243	0.38543	0.38527	0.36559	0.41405	0.53045	0.43632	0.62983	0.55421	0.38150	0.43741	0.47945	0.50209	0.60489	0.50446	0.36241	0.50505	0.43661	0.41716	0.38529	0.52995	0.59809	0.35040	0.47074	0.44892	0.36640	0.37751	0.36401	0.37751	0.35489	0.38583	0.54968	0.46241	0.39461	0.42210	0.55212	0.48801	0.57672	0.56889	0.35167	0.42425	0.40369	0.56754	0.42954	0.35040	0.39972	0.36669	0.47689	0.37308	0.50729	0.41479	0.39282	0.37947	0.47986	0.56857	0.28033	0.40682	0.33862	0.46160	0.33440	0.41546	0.36744	0.40241	0.39377	0.51779	0.56393	0.39686	0.50139	0.40924	0.61673	0.48541	0.63271	0.48743	0.50036	0.57365	0.45088	0.62110	0.55688	0.55421	0.44533	0.20300	0.25280	0.25851	0.25605	0.41441	0.39416	1.00000	0.41332	0.42275	0.39643	0.57988	0.55881	0.58142	0.56354	0.37814	0.37651	0.37141	0.44465	0.46602	0.29120	0.49573	0.59060	0.39199	0.56045	0.34029	0.40550	0.26535	0.53967	0.54816	0.11989	0.35080	0.59082	0.44772	0.39169	0.33945	0.38070	0.36055	0.40412	0.38706	0.40315	0.31441	0.46476	0.46848	0.56397	0.38265	0.49096	0.52320	0.37669	0.22005	0.40853	0.41435	0.40315	0.26323	0.41587	0.42083	0.36654	0.38003	0.24232	0.24956	0.35668	0.50204	0.52664	0.47681	0.36800	0.34834	0.45993	0.42699	0.57950	0.42586	0.45765	0.41452	0.46200	0.41452	0.51833	0.46679	0.22859	0.43569	0.30379	0.31510	0.49573	0.38529	0.35662	0.54507	0.51481	0.35221	0.45932	0.62983	0.35903	0.40761	0.32560	0.73304	0.51082	0.26747	0.48501	0.48780	
D00791	0.31663	0.38503	0.50394	0.32714	0.44139	0.53168	0.38204	0.47098	0.58429	0.44572	0.42256	0.47675	0.38666	0.43198	0.56876	0.51661	0.47098	0.46579	0.39819	0.38722	0.46304	0.46531	0.44323	0.38858	0.49020	0.49996	0.43008	0.40644	0.44187	0.51767	0.52592	0.45917	0.38567	0.46522	0.34794	0.50151	0.35150	0.47143	0.48234	0.44928	0.45533	0.46223	0.41741	0.47812	0.58194	0.35287	0.40644	0.39106	0.48279	0.47511	0.40423	0.38881	0.37952	0.37705	0.49625	0.42401	0.43006	0.36498	0.36936	0.34710	0.31086	0.35975	0.34326	0.40095	0.38530	0.43419	0.41028	0.40480	0.51304	0.38722	0.42538	0.45263	0.51823	0.43691	0.46353	0.42071	0.37697	0.46742	0.36699	0.43633	0.46901	0.49527	0.50564	0.49273	0.60698	0.41962	0.47626	0.44079	0.42045	0.54542	0.31617	0.47626	0.36636	0.42487	0.48317	0.39492	0.44131	0.45889	0.41278	0.42623	0.46195	0.42816	0.44131	0.34409	0.41248	0.39683	0.47126	0.46714	0.46823	0.44736	0.51026	0.47703	0.44956	0.46438	0.49569	0.24525	0.33279	0.36056	0.28303	0.34409	0.41256	0.46109	1.00000	0.50614	0.96869	0.52400	0.51631	0.51823	0.51795	0.57668	0.52372	0.36526	0.47483	0.41412	0.36880	0.38227	0.58278	0.41235	0.48308	0.47490	0.35372	0.32046	0.50422	0.43036	0.13302	0.63356	0.50037	0.39462	0.40981	0.36389	0.38857	0.41961	0.51218	0.43861	0.46195	0.31127	0.49765	0.39541	0.47511	0.53418	0.45561	0.45087	0.49653	0.23915	0.78429	0.40559	0.37955	0.38875	0.45898	0.38695	0.41290	0.38871	0.28787	0.29666	0.40575	0.46445	0.46081	0.37848	0.43015	0.37498	0.56747	0.41961	0.55453	0.47897	0.38280	0.58148	0.39078	0.39441	0.37541	0.35937	0.24855	0.39022	0.34503	0.40556	0.40900	0.48251	0.42823	0.50614	0.37927	0.38864	0.41989	0.45561	0.53734	0.50095	0.30769	0.48196	0.38337	0.30514	0.41028	0.40864	
D00798	0.34600	0.36742	0.45327	0.34634	0.46059	0.49938	0.36357	0.80154	0.44602	0.46556	0.43884	0.44300	0.51700	0.44747	0.35519	0.35861	0.50084	0.46558	0.35264	0.38621	0.40226	0.39510	0.45802	0.40697	0.44581	0.34515	0.35749	0.43131	0.39528	0.44581	0.49069	0.92105	0.45917	0.43657	0.37005	0.45809	0.43131	0.35447	0.34182	0.52752	0.40836	0.47871	0.42342	0.45010	0.53580	0.39147	0.37493	0.37268	0.38474	0.40317	0.39071	0.43883	0.40462	0.44747	0.38917	0.47345	0.36032	0.34700	0.33364	0.38358	0.31931	0.31104	0.34074	0.32983	0.30841	0.31893	0.45536	0.50424	0.49267	0.46139	0.36859	0.35050	0.49032	0.41251	0.38287	0.39517	0.34182	0.47717	0.35076	0.48984	0.38852	0.35112	0.47964	0.34979	0.43634	0.47347	0.53590	0.37576	0.42235	0.54632	0.33102	0.44484	0.29421	0.37202	0.44484	0.40381	0.36234	0.43157	0.41399	0.42456	0.41294	0.34682	0.45171	0.36479	0.42079	0.39936	0.41681	0.42051	0.39908	0.54369	0.57338	0.42459	0.58429	0.45010	0.56812	0.22792	0.25401	0.30507	0.23201	0.43997	0.47717	0.43092	0.46434	1.00000	0.48169	0.48886	0.51593	0.51856	0.50873	0.40124	0.42488	0.34770	0.50620	0.42303	0.28583	0.34074	0.40015	0.35352	0.41407	0.44037	0.44845	0.32044	0.41486	0.46841	0.10316	0.30324	0.37202	0.47153	0.46927	0.49903	0.34714	0.37242	0.57601	0.47533	0.52313	0.26068	0.46130	0.38215	0.42196	0.70227	0.43287	0.43004	0.57338	0.21858	0.37139	0.43884	0.42488	0.26746	0.38615	0.37482	0.31369	0.51975	0.29376	0.30275	0.43884	0.40941	0.44720	0.43885	0.41631	0.30690	0.37641	0.35581	0.53054	0.39947	0.32220	0.37164	0.37230	0.42214	0.38884	0.35934	0.22706	0.54224	0.34501	0.36535	0.35388	0.55006	0.36371	0.37991	0.38892	0.34327	0.39334	0.42342	0.37363	0.71502	0.26512	0.53054	0.39975	0.24976	0.38019	0.38739	
